datetime,open,high,low,close,volume,adj_close
2024-01-01 08:00:00,42492.46,42529.91,42452.58,42514.28,137.17234,42514.28
2024-01-01 08:15:00,42514.28,42537.53,42477.6,42482.0,93.47006,42482.0
2024-01-01 08:30:00,42482.0,42504.79,42461.1,42492.91,89.52769,42492.91
2024-01-01 08:45:00,42492.91,42556.5,42489.95,42549.99,107.02356,42549.99
2024-01-01 09:00:00,42550.0,42577.88,42537.18,42574.24,151.36603,42574.24
2024-01-01 09:15:00,42574.24,42658.44,42574.2,42588.01,230.05566,42588.01
2024-01-01 09:30:00,42588.01,42699.32,42588.0,42639.02,338.11462,42639.02
2024-01-01 09:45:00,42639.02,42690.0,42620.54,42649.69,160.0886,42649.69
2024-01-01 10:00:00,42649.69,42692.23,42645.69,42663.27,163.41156,42663.27
2024-01-01 10:15:00,42663.27,42708.93,42628.0,42666.42,245.29511,42666.42
2024-01-01 10:30:00,42666.41,42717.14,42666.41,42712.0,227.67694,42712.0
2024-01-01 10:45:00,42711.99,42749.36,42691.1,42691.1,220.4349,42691.1
2024-01-01 11:00:00,42691.1,42762.39,42688.38,42695.16,277.09529,42695.16
2024-01-01 11:15:00,42695.16,42720.0,42653.33,42681.1,188.48554,42681.1
2024-01-01 11:30:00,42681.11,42685.34,42605.21,42607.81,183.90283,42607.81
2024-01-01 11:45:00,42607.81,42699.99,42607.81,42690.2,135.68201,42690.2
2024-01-01 12:00:00,42690.21,42739.22,42611.45,42626.53,163.8233,42626.53
2024-01-01 12:15:00,42626.52,42704.28,42626.52,42684.15,132.72239,42684.15
2024-01-01 12:30:00,42684.16,42780.0,42671.01,42755.76,259.49534,42755.76
2024-01-01 12:45:00,42755.77,42755.77,42643.68,42648.38,229.48748,42648.38
2024-01-01 13:00:00,42648.37,42700.08,42612.76,42700.08,139.84328,42700.08
2024-01-01 13:15:00,42700.07,42733.81,42700.0,42717.27,134.09815,42717.27
2024-01-01 13:30:00,42717.28,42740.76,42670.0,42740.76,114.59877,42740.76
2024-01-01 13:45:00,42740.75,42748.0,42704.8,42715.54,108.6622,42715.54
2024-01-01 14:00:00,42715.54,42715.55,42594.94,42646.99,191.85635,42646.99
2024-01-01 14:15:00,42646.99,42662.31,42580.0,42621.09,171.67383,42621.09
2024-01-01 14:30:00,42621.1,42661.89,42596.91,42646.56,139.91173,42646.56
2024-01-01 14:45:00,42646.56,42657.92,42586.5,42612.24,207.56961,42612.24
2024-01-01 15:00:00,42612.24,42650.0,42586.51,42649.99,155.56234,42649.99
2024-01-01 15:15:00,42650.0,42733.28,42635.79,42683.2,134.6973,42683.2
2024-01-01 15:30:00,42683.21,42847.07,42601.1,42845.96,323.32251,42845.96
2024-01-01 15:45:00,42845.95,42846.76,42741.2,42783.05,329.11948,42783.05
2024-01-01 16:00:00,42783.05,42847.3,42761.68,42839.74,292.26266,42839.74
2024-01-01 16:15:00,42839.74,42856.0,42664.42,42723.04,315.66972,42723.04
2024-01-01 16:30:00,42723.03,42782.6,42703.39,42775.59,174.37847,42775.59
2024-01-01 16:45:00,42775.6,42779.2,42711.56,42725.15,136.39971,42725.15
2024-01-01 17:00:00,42725.15,42781.09,42723.47,42777.53,206.73262,42777.53
2024-01-01 17:15:00,42777.53,42778.39,42718.72,42731.11,167.99824,42731.11
2024-01-01 17:30:00,42731.12,42742.44,42704.42,42731.04,132.05331,42731.04
2024-01-01 17:45:00,42731.04,42824.9,42731.03,42812.7,170.55261,42812.7
2024-01-01 18:00:00,42812.71,43128.0,42812.7,43104.16,880.3512,43104.16
2024-01-01 18:15:00,43104.15,43208.86,43034.0,43063.05,570.82722,43063.05
2024-01-01 18:30:00,43063.06,43161.1,43018.86,43152.11,359.86481,43152.11
2024-01-01 18:45:00,43152.12,43178.65,43073.93,43111.1,332.26574,43111.1
2024-01-01 19:00:00,43111.1,43189.22,43103.64,43179.7,226.44322,43179.7
2024-01-01 19:15:00,43179.69,43316.88,43146.88,43262.01,474.70725,43262.01
2024-01-01 19:30:00,43262.01,43409.3,43234.16,43395.09,551.50544,43395.09
2024-01-01 19:45:00,43395.08,43550.0,43395.08,43517.99,694.95942,43517.99
2024-01-01 20:00:00,43517.98,43757.13,43510.71,43643.98,1171.92702,43643.98
2024-01-01 20:15:00,43643.99,43717.76,43559.94,43699.56,588.84217,43699.56
2024-01-01 20:30:00,43699.56,43800.0,43636.39,43800.0,530.61168,43800.0
2024-01-01 20:45:00,43799.99,43829.99,43648.04,43687.86,613.69208,43687.86
2024-01-01 21:00:00,43687.85,43770.72,43687.85,43724.56,438.07214,43724.56
2024-01-01 21:15:00,43724.56,43792.59,43632.0,43656.15,362.88262,43656.15
2024-01-01 21:30:00,43656.14,43656.15,43480.76,43483.76,467.40274,43483.76
2024-01-01 21:45:00,43483.77,43622.18,43483.76,43619.21,273.23376,43619.21
2024-01-01 22:00:00,43619.22,43661.1,43515.58,43518.99,281.61532,43518.99
2024-01-01 22:15:00,43519.0,43539.86,43361.6,43471.1,420.98564,43471.1
2024-01-01 22:30:00,43471.11,43531.49,43439.17,43447.06,160.70295,43447.06
2024-01-01 22:45:00,43447.06,43529.94,43447.05,43529.93,161.05981,43529.93
2024-01-01 23:00:00,43529.94,43705.88,43529.93,43673.87,628.20007,43673.87
2024-01-01 23:15:00,43673.86,44000.0,43630.0,43989.99,1134.26215,43989.99
2024-01-01 23:30:00,43989.99,44100.03,43929.75,44084.87,933.08395,44084.87
2024-01-01 23:45:00,44084.86,44184.1,44045.0,44179.55,780.42434,44179.55
2024-01-02 00:00:00,44179.55,44650.0,44148.34,44630.09,2154.59235,44630.09
2024-01-02 00:15:00,44630.1,44844.0,44450.0,44609.79,1997.62342,44609.79
2024-01-02 00:30:00,44609.78,44768.29,44553.92,44732.01,1002.64655,44732.01
2024-01-02 00:45:00,44732.01,45200.0,44677.43,45056.0,1831.39735,45056.0
2024-01-02 01:00:00,45056.0,45372.79,44841.22,44841.22,2164.10983,44841.22
2024-01-02 01:15:00,44841.22,45060.0,44832.01,44930.24,914.79727,44930.24
2024-01-02 01:30:00,44930.24,45010.0,44799.55,44806.64,652.02581,44806.64
2024-01-02 01:45:00,44806.64,44908.04,44686.0,44855.96,666.93085,44855.96
2024-01-02 02:00:00,44855.96,44994.1,44855.95,44980.37,563.72114,44980.37
2024-01-02 02:15:00,44980.38,45100.0,44895.07,45099.99,815.65968,45099.99
2024-01-02 02:30:00,45099.99,45350.0,45073.9,45294.75,962.04592,45294.75
2024-01-02 02:45:00,45294.75,45381.42,45166.35,45378.96,674.61561,45378.96
2024-01-02 03:00:00,45378.96,45469.43,45131.1,45250.45,742.39427,45250.45
