datetime,open,high,low,close,volume,adj_close
2017-08-17 04:00:00,4261.48,4261.48,4261.48,4261.48,1.775183,4261.48
2017-08-17 04:01:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:02:00,4280.56,4280.56,4280.56,4280.56,0.261074,4280.56
2017-08-17 04:03:00,4261.48,4261.48,4261.48,4261.48,0.012008,4261.48
2017-08-17 04:04:00,4261.48,4261.48,4261.48,4261.48,0.140796,4261.48
2017-08-17 04:05:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:06:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:07:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:08:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:09:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:10:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:11:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:12:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:13:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:14:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:15:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:16:00,4261.48,4261.48,4261.48,4261.48,0.0,4261.48
2017-08-17 04:17:00,4261.48,4264.88,4261.48,4264.88,0.075455,4264.88
2017-08-17 04:18:00,4264.88,4264.88,4264.88,4264.88,0.0,4264.88
2017-08-17 04:19:00,4261.48,4261.48,4261.48,4261.48,0.409211,4261.48
2017-08-17 04:20:00,4264.88,4264.88,4264.88,4264.88,1.483014,4264.88
2017-08-17 04:21:00,4264.88,4266.29,4264.88,4266.29,0.845556,4266.29
2017-08-17 04:22:00,4266.29,4266.29,4266.29,4266.29,0.0,4266.29
2017-08-17 04:23:00,4266.29,4266.29,4266.29,4266.29,0.0,4266.29
2017-08-17 04:24:00,4266.29,4266.29,4266.29,4266.29,0.0,4266.29
2017-08-17 04:25:00,4266.29,4266.29,4266.29,4266.29,0.467435,4266.29
2017-08-17 04:26:00,4266.29,4266.29,4266.29,4266.29,0.0,4266.29
2017-08-17 04:27:00,4266.29,4266.29,4266.29,4266.29,0.405513,4266.29
2017-08-17 04:28:00,4266.29,4266.29,4261.32,4266.29,2.963132,4266.29
2017-08-17 04:29:00,4270.41,4270.41,4261.45,4261.45,2.470549,4261.45
2017-08-17 04:30:00,4280.0,4280.56,4274.67,4280.0,1.696723,4280.0
2017-08-17 04:31:00,4274.67,4274.67,4274.67,4274.67,0.459109,4274.67
2017-08-17 04:32:00,4274.67,4274.67,4274.67,4274.67,0.702048,4274.67
2017-08-17 04:33:00,4267.99,4267.99,4267.99,4267.99,4.127747,4267.99
2017-08-17 04:34:00,4296.63,4296.63,4296.63,4296.63,0.952506,4296.63
2017-08-17 04:35:00,4300.38,4300.38,4300.38,4300.38,1.038218,4300.38
2017-08-17 04:36:00,4300.38,4300.38,4300.38,4300.38,0.0,4300.38
2017-08-17 04:37:00,4300.38,4300.38,4300.38,4300.38,0.64729,4300.38
2017-08-17 04:38:00,4300.38,4300.38,4300.38,4300.38,0.630048,4300.38
2017-08-17 04:39:00,4300.38,4300.38,4300.38,4300.38,3.31104,4300.38
2017-08-17 04:40:00,4300.38,4300.38,4300.38,4300.38,1.728714,4300.38
2017-08-17 04:41:00,4300.38,4300.38,4300.38,4300.38,0.945344,4300.38
2017-08-17 04:42:00,4300.38,4300.38,4300.38,4300.38,0.624984,4300.38
2017-08-17 04:43:00,4300.38,4310.07,4300.38,4310.07,0.979833,4310.07
2017-08-17 04:44:00,4301.03,4310.07,4301.03,4310.07,4.079948,4310.07
2017-08-17 04:45:00,4310.07,4310.07,4310.07,4310.07,0.129749,4310.07
2017-08-17 04:46:00,4310.07,4310.07,4310.07,4310.07,0.698374,4310.07
2017-08-17 04:47:00,4310.07,4310.07,4310.07,4310.07,0.292919,4310.07
2017-08-17 04:48:00,4310.07,4310.07,4310.07,4310.07,0.235205,4310.07
2017-08-17 04:49:00,4310.07,4310.07,4292.01,4292.01,1.091853,4292.01
2017-08-17 04:50:00,4292.01,4310.07,4292.01,4310.07,1.24766,4310.07
2017-08-17 04:51:00,4301.39,4313.62,4301.39,4313.62,0.611023,4313.62
2017-08-17 04:52:00,4313.61,4313.62,4313.6,4313.6,2.011601,4313.6
2017-08-17 04:53:00,4313.61,4313.61,4313.6,4313.6,0.563374,4313.6
2017-08-17 04:54:00,4313.6,4313.6,4313.6,4313.6,0.325225,4313.6
2017-08-17 04:55:00,4302.48,4313.6,4291.37,4291.37,4.635124,4291.37
2017-08-17 04:56:00,4313.6,4313.6,4313.6,4313.6,0.213562,4313.6
2017-08-17 04:57:00,4313.62,4313.62,4308.83,4308.83,1.332596,4308.83
2017-08-17 04:58:00,4308.83,4308.83,4308.83,4308.83,0.0,4308.83
2017-08-17 04:59:00,4308.83,4308.83,4308.83,4308.83,0.560266,4308.83
2017-08-17 05:00:00,4308.83,4308.83,4308.83,4308.83,0.0,4308.83
2017-08-17 05:01:00,4308.83,4308.83,4308.83,4308.83,0.136105,4308.83
2017-08-17 05:02:00,4308.83,4308.83,4308.83,4308.83,0.0,4308.83
2017-08-17 05:03:00,4308.83,4308.83,4308.83,4308.83,0.21717,4308.83
2017-08-17 05:04:00,4308.83,4308.83,4304.31,4304.31,0.12958,4304.31
2017-08-17 05:05:00,4308.83,4328.69,4308.83,4328.69,3.256981,4328.69
2017-08-17 05:06:00,4328.69,4328.69,4328.69,4328.69,0.512132,4328.69
2017-08-17 05:07:00,4328.69,4328.69,4328.69,4328.69,0.342269,4328.69
2017-08-17 05:08:00,4328.69,4328.69,4328.69,4328.69,0.152537,4328.69
2017-08-17 05:09:00,4328.69,4328.69,4328.69,4328.69,0.010853,4328.69
2017-08-17 05:10:00,4328.69,4328.69,4328.69,4328.69,0.155944,4328.69
2017-08-17 05:11:00,4328.69,4328.69,4328.69,4328.69,0.0,4328.69
2017-08-17 05:12:00,4320.0,4320.0,4320.0,4320.0,0.064332,4320.0
